texto,nota,id,data
O meu produto veio como eu esperava. Fiz esta compra para os meus pais que são idosos e tem dificuldades com os novos aparelhos. Só não gostei da câmera que é embaçada e sem cor na foto.,5,MLB22918233,2023-06-03T00:00:00
Muito fácil o manuseio. Meu pai adorou.,5,MLB22918233,2023-11-04T00:00:00
"Produto adequado ao uso, simples e de fácil acesso.",5,MLB22918233,2024-11-12T00:00:00
"Gente eu me surpreendi c esse cel. Pois ele é lindo e muito prático para quem quer usar somente para fazer e receber ligações, o som é ótimo, dá pr'a ler bem pois às letras são grandes, eu dei para o meu esposo e ele simplesmente amou muito obrigado.",5,MLB22918233,2025-04-25T00:00:00
"Bom , porém som de chamada muito baixo.",4,MLB22918233,2025-06-23T00:00:00
Atende perfeitamente o esperado.,5,MLB22918233,2025-10-14T00:00:00
Atendeu a necessidade do usuário.,5,MLB22918233,2025-10-24T00:00:00
Ótimo custo benefício.,5,MLB22918233,2025-11-21T00:00:00
"Celular excelente para idosos, único problema volume do toque baixo.",5,MLB22918233,2025-12-01T00:00:00
Bom aparelho recomendo meu pai de 62 anos gostou muito pois tem as teclas grande.,5,MLB22918233,2025-10-02T00:00:00
"O celular é elogiado por seu custobenefício, simplicidade e resistência, sendo adequado para funções básicas. No entanto, muitos usuários relatam problemas de lentidão, travamentos frequentes e baixa duração da bateria, o que compromete a experiência de uso. A satisfação geral é mista, com destaque para a adequação em atividades simples, mas com limitações significativas em desempenho.",5,MLB15583424,2025-11-20T00:00:00
Produto excelente. Comessei a usar a pouco parece ser bom caso seja ao contrário voltarei pra dá outra nota. Mais no momento parece ser bom.,5,MLB15583424,2020-08-07T00:00:00
"Muito bom, gostei muito, recomendo.",5,MLB8609664,2019-08-22T00:00:00
"Excelente produto, super prático.",5,MLB8609664,2019-08-25T00:00:00
Celular excelente! ótimo custo e benefício! minha tia adorou!.,5,MLB8609664,2019-10-18T00:00:00
Muito bom.,5,MLB8609664,2022-12-15T00:00:00
"Minha mãe amou,tem 90 anos e luga ora todo mundo 🤭.",5,MLB8609664,2025-01-30T00:00:00
Comprei pra um amigo e ele gostou.,4,MLB8609664,2025-06-12T00:00:00
Top!.,5,MLB8609664,2025-10-08T00:00:00
Recomendo.,5,MLB8609664,2025-10-21T00:00:00
"É elogiado por seu ótimo custobenefício, sendo considerado ideal para idosos devido à sua simplicidade e funcionalidade básica. No entanto, há críticas sobre a durabilidade da bateria e o tamanho do visor. Apesar de algumas opiniões negativas, o produto atende bem às expectativas para quem busca um aparelho simples.",5,MLB8609664,2025-11-20T00:00:00
"Ótimo custoxbeneficio, celular ideal para idosos e pessoas que só utilizam para fazer e receber ligações. Não tivemos nenhum desvio. Recomendado.",5,MLB8609664,2018-01-05T00:00:00
Minha vó adorou.,5,MLB53888540,2025-10-05T00:00:00
Produto cumpre com o objetivo! bem simples para uso básico.,5,MLB53888540,2025-10-08T00:00:00
Celular ótimo para idosos.,5,MLB53888540,2025-10-14T00:00:00
Gostei muito do aparelho. Compramos para meu sogro e ele amou. Produto de boa qualidade.,5,MLB53888540,2025-10-20T00:00:00
"É bem avaliado por sua utilidade, especialmente para idosos, devido à simplicidade e letras grandes. No entanto, há críticas sobre limitações, travamentos e dificuldades de manuseio. O produto é considerado um bom custobenefício para uso básico.",5,MLB53888540,2025-11-20T00:00:00
Eu amei super recomendo igualzinho o do aplicativo!.,5,MLB53888540,2025-08-28T00:00:00
"O produto é bom, ótimo custo benefício meu pai gostou muito.",5,MLB37883805,2025-10-14T00:00:00
"É elogiado por seu ótimo custobenefício e facilidade de uso, especialmente para idosos. No entanto, as letras pequenas na tela podem ser um desafio, mesmo quando ajustadas para o maior tamanho.",5,MLB37883805,2025-11-20T00:00:00
Igual a descrição…ideal para idoso.,4,MLB37883805,2025-03-21T00:00:00
Minha mãe gostou. Pra ela que é idosaé prático.,5,MLB54073289,2025-11-12T00:00:00
"Produto atende as expectativas , boa opção para idoso , só podia ter um volume mais alto.",4,MLB54073289,2025-12-01T00:00:00
"É elogiado por sua simplicidade, facilidade de uso e custobenefício, sendo especialmente adequado para idosos devido aos números grandes e funções práticas. No entanto, há críticas significativas sobre o volume baixo das chamadas e a duração da bateria, o que pode ser um problema para usuários com dificuldades auditivas. Apesar de algumas falhas, o produto atende bem às necessidades básicas.",5,MLB54073289,2025-11-20T00:00:00
"O aparelho é bom, mais com 2 semanas de uso a bateria tem durado pouco. É não é por uso excessivo ou mal uso, pois o mesmo é usado somente pela minha mãe.",4,MLB54073289,2024-09-14T00:00:00
"É bem avaliado por seu custobenefício, sendo adequado para uso básico e apreciado por sua simplicidade e acessórios inclusos. No entanto, há relatos de lentidão e travamentos frequentes, além de problemas de qualidade em alguns aparelhos. Apesar das críticas, muitos consideram o produto satisfatório para necessidades simples.",5,MLB18723925,2025-11-20T00:00:00
Amei o celular. Recomendo.,5,MLB18723925,2022-12-26T00:00:00
Excelente era o que esperava! ótimo.,5,MLB19641543,2021-03-10T00:00:00
"Este celular e bom, só que trava muito.",4,MLB19641543,2020-04-07T00:00:00
"Amei o produto, muito bom. Gostei, obrigada.",5,MLB19641543,2021-04-22T00:00:00
Atendeu as minhas expectativas. Eu uso apenas o telefone.,5,MLB19641543,2020-02-11T00:00:00
Ótimo. Como eu precisava. Compacto com as funções mais necessarias.,5,MLB19641543,2020-02-11T00:00:00
A bateria praticamente não segura carga.,5,MLB16951748,2023-07-15T00:00:00
Oi.,5,MLB16951748,2024-11-01T00:00:00
"Funcionando ta ótimo, meu pai está as quase um ano usando e sem problemas.",5,MLB16951748,2025-02-02T00:00:00
"É elogiado por seu desempenho fantástico e tamanho compacto, sendo considerado um ótimo custobenefício. A qualidade da câmera e a facilidade de manuseio são destacadas, embora a duração da bateria seja apontada como um ponto fraco. No geral, o aparelho atende bem às expectativas dos usuários.",5,MLB16951748,2025-11-20T00:00:00
"Excelente produto, fiz algumas modificações no sistema e a bateria para mim esta durando 15horas. E a carga é rápida 1h15 esta 100%.",5,MLB16951748,2020-10-20T00:00:00
"Ótimo produto, recomendo, sem problemas.",5,MLB6127493,2024-09-11T00:00:00
O sistema operacional não é original.,1,MLB6326564,2023-07-31T00:00:00
Recomendo.,5,MLB6326564,2023-04-27T00:00:00
"Incrível, recomendo👏🏼👏🏼.",5,MLB6326564,2023-09-13T00:00:00
Não usei porque o anüncio se referia a uma condição diferente do aparelho.,3,MLB15392018,2025-10-21T00:00:00
Perfeito.,5,MLB15392018,2023-06-12T00:00:00
"O smartphone é altamente recomendado por seu excelente custobenefício e qualidade de construção. A tela estilo infinita e o design sofisticado são muito elogiados, assim como a memória abundante e a performance fluida. As câmeras de boa qualidade e a compatibilidade com a rede 5G também são destacadas como pontos positivos.",5,MLB18964453,2025-11-20T00:00:00
"O produto é muito. Bom comparado ao preço, às imagens e as cores são incríveis, muito rápido as câmeras trazem fotos e vídeos com ótima qualidade. Poderia vir com base de carregamento sem fio e a bateria poderia ser melhor em comparação com um a qualidade do produto mas comparado ao preço ainda assim merece nota 5. Recomendo.",5,MLB18964453,2022-07-19T00:00:00
3.316 comentários,5,MLB47313802,2025-11-20T00:00:00
,5,MLB47313802,2023-12-23T00:00:00
"Bom, confiável e valeu a pena.",1,MLB6055029,2017-11-01T00:00:00
Showwwww.,5,MLB6055029,2017-09-10T00:00:00
Produto corresponde com a expectativa !!.,5,MLB6055029,2018-02-09T00:00:00
"É elogiado por seu excelente custobenefício e desempenho satisfatório, sendo considerado uma ótima aquisição. Destacase pela memória e recursos disponíveis, além de ser apreciado por sua estética e qualidade de câmera. Contudo, alguns usuários relatam problemas com a durabilidade da bateria e defeitos pontuais no aparelho.",5,MLB19154233,2025-11-20T00:00:00
"Android limpo e objetivo, aparelho bom para as minhas finalidades , nokia é nostálgico, nokia é nokia!.",5,MLB19154233,2022-12-29T00:00:00
"Básico, não veio com nota fiscal.",5,MLB14530609,2019-11-08T00:00:00
"Sistema um pouco travado com algums bugs no whatsapp, fez várias atualizações em menos de 10 dias e em 12 meses tive que enviar pra garantia com looping infinito.",2,MLB18362816,2024-08-15T00:00:00
"O produto é muito bom. Não vem com fone de ouvido, pelo valor acredito que poderia acompanhar o aparelho.",4,MLB18362816,2023-03-25T00:00:00
"Por enquanto está atendendo as minhas necessidades. Ainda em teste, por isso 4 estrelas.",4,MLB18362816,2022-09-30T00:00:00
"Muito bonito, e a câmera microscopia é o diferencial dele, bem bacana.",5,MLB23839942,2023-09-25T00:00:00
Muito bom o celular gostando muito.,5,MLB18708201,2024-08-23T00:00:00
"Sou usuário samsung de tudo, tv, celular, fogão, att condicionado, mas estou decepcionado com esse aparelho. Ruim de segurar, a capa que vem arranha a mão pesado. Gostaria de devolver, mas não posso, pq o problema só vi com o uso maior.",1,MLB9129524,2018-12-04T00:00:00
"Bateria poderia ser melhor, não é tão rápido quanto o s9 + pra mim não vale o preço que paguei.",3,MLB9129524,2018-10-19T00:00:00
Incrivel!! aparelho excelente!.,5,MLB9129524,2021-06-10T00:00:00
"Ótimo smartphone! supera as expectativas, possui ótimo desempenho!.",5,MLB9129524,2018-10-12T00:00:00
Excelente produto processador bem rápido estou super satisfeito!.,5,MLB9129524,2018-10-31T00:00:00
Custo benefício muito bom por ser um celular muito barato.,4,MLB22396207,2024-02-22T00:00:00
Buenos.,5,MLB22396207,2024-09-10T00:00:00
Parece ser bom. Ótimo custo benefício.,5,MLB22396207,2024-02-15T00:00:00
Excelente custo benefício. Muito bom!.,5,MLB15201845,2020-05-20T00:00:00
Muito ótimo boa qualidade amei.,5,MLB15201845,2020-07-28T00:00:00
Para ligar o smartphone é lento mas quando está funcionando é muito rápido eu gostei recomendo.,5,MLB22267467,2023-10-26T00:00:00
Excelente recomendo a todos.,5,MLB22267467,2023-12-29T00:00:00
"Primeiro celular no mundo foi nokia, então. Só elogios.",5,MLB22267467,2024-01-04T00:00:00
Excelente smartphone. Nokia sempre na frente com suas tecnologias. Atendeu as minhas expectativas.,5,MLB22267467,2024-02-24T00:00:00
Ótimo.,5,MLB22267467,2024-04-19T00:00:00
"Top, eu amei de mais, smartphone maravilhoso, vi muitas críticas, mas pelo preço dele vale muito a pena sim, muito com os mesmo benefícios são bem mais caro, recomendo 100%!!!.",5,MLB22267467,2024-07-07T00:00:00
Muito bom.,5,MLB22267467,2025-03-31T00:00:00
"O smartphone é elogiado por ser rápido, confiável e esteticamente agradável, além de oferecer um bom custobenefício em comparação com outros modelos. A marca é reconhecida por estar na vanguarda das tecnologias, atendendo bem às expectativas dos usuários.",5,MLB22267467,2025-11-20T00:00:00
Produto excelente recomendo a todos.,5,MLB22267467,2023-08-09T00:00:00
"Aparelho top, só estou achando que a bateria descarrega um pouco rápido.",5,MLB19159669,2023-04-22T00:00:00
Ainda cedo para dar uma avaliação precisa. O celular é rápido e a bateria duara 1 dia para mim que uso trabalho e particular. Recomendo para quem precisa de um aparelho potente para uso com vários app.,5,MLB19159669,2022-10-16T00:00:00
Produto de excelente qualidade e custo benefício. Fotos excelentes e ótima performance.,5,MLB19159669,2023-02-12T00:00:00
"Produto muito bom e original, só peca em não ter carregamento por indução. De resto é perfeito.",5,MLB19159669,2022-10-26T00:00:00
"Penso que deveria ser mais robusto a estrutura do celular parece ser frágil. O sistema funciona muito bem e rápido. Ainda tõ usado e estou gostando , recomendo !.",4,MLB19159669,2022-11-13T00:00:00
Muito bom top amei a tela e a interface bem fluida e dinâmica sou fã da marca a realme tá de parabéns.,5,MLB19130496,2023-02-19T00:00:00
"É elogiado por seu bom desempenho, custobenefício e estado de conservação. No entanto, há relatos de problemas com a tela após o término da garantia. No geral, o produto é considerado útil e recomendado.",5,MLB11137453,2025-11-20T00:00:00
Status do recondicionado: Bom,5,MLB11137453,2025-01-22T00:00:00
"É elogiado por sua condição impecável e desempenho satisfatório. No entanto, há críticas sobre o sistema Android desatualizado e a durabilidade do aparelho. Apesar disso, o produto superou algumas expectativas.",5,MLB11137454,2025-11-20T00:00:00
Status do recondicionado: Excelente,5,MLB11137454,2025-05-16T00:00:00
As fotos ficam fantásticas.,5,MLB6239677,2017-01-23T00:00:00
É um ótimo aparelho. Moderno e completo. De fácil manuseio.,5,MLB6239677,2020-06-29T00:00:00
Pelo custo vale a pena otimo celular.,4,MLB6327222,2019-10-11T00:00:00
Camera muito boa acabamento nota 10.,5,MLB6327222,2019-11-18T00:00:00
"Veio conforme o esperado , recomendo l!.",5,MLB18624089,2022-02-02T00:00:00
"O relógio é muito preciso em seu oxímetro, que foi a razão de ter comprado este modelo.",5,MLB18624089,2025-07-02T00:00:00
N.,5,MLB43266865,2024-03-25T00:00:00
Relógio excelente meu filho amou e funciona direitinho 😍.,5,MLB43266865,2024-04-04T00:00:00
O relógio é incrível. A bateria dura até 5 dias. Maravilhoso e fácil de ajustar todos os comandos.,5,MLB43266865,2024-04-07T00:00:00
Bom.,4,MLB43266865,2024-05-13T00:00:00
"Relógio lindo ,bateria dura muito ,e ele é fácil de conectar ao celular ! amei.",5,MLB43266865,2024-06-04T00:00:00
Minha amiga disse que funcionou bem.,5,MLB43266865,2024-08-01T00:00:00
Ótima.,5,MLB43266865,2024-10-09T00:00:00
Minha filha gostou muito. Vou comprar outra pra minha esposa. Obrigado.,5,MLB43266865,2024-10-15T00:00:00
,5,MLB43266865,2024-07-18T00:00:00
Ótima qualidade.,5,MLB43266865,2025-03-05T00:00:00
"O smartwatch é elogiado por sua qualidade impecável e facilidade de ajuste, atendendo bem às necessidades dos usuários. No entanto, há preocupações com a fragilidade do vidro e problemas com o aplicativo associado. O produto é considerado um bom custobenefício.",5,MLB43266865,2025-11-20T00:00:00
"Fica registrado minha avaliação de que o produto cumpre exatamente com o anunciado, estou amando.",5,MLB43266865,2023-12-25T00:00:00
Conectividade péssima! não recebo mensagens! 2 meses de uso e o fundo (tela) do celular fica alterando sozinho como se estivesse desregulado.,1,MLB44224979,2024-05-28T00:00:00
"Muito bom, conectou perfeitamente no cel.",5,MLB43263239,2025-10-11T00:00:00
"O smartwatch é elogiado pelo excelente custobenefício, com várias funcionalidades úteis e uma bateria que dura quase uma semana. Além disso, o dispositivo é fácil de conectar e oferece informações básicas para atividades físicas, sendo uma boa opção para quem busca um produto acessível e funcional.",5,MLB43263239,2025-11-20T00:00:00
"Gostei do produto, porém para um smartwatch com um preço mediano, não é a melhor. Perde a conectividade e o aplicativo é bem mal traduzido para o pt-br.",4,MLB43263239,2024-09-04T00:00:00
,5,MLB24293772,2025-02-26T00:00:00
Ótimo e estiloso.,5,MLB24293772,2025-10-01T00:00:00
Top.,5,MLB24293772,2025-10-12T00:00:00
"Muito bom, durabilidade de bateria. Funciona conforme anunciado.",5,MLB24293772,2025-10-15T00:00:00
"Há críticas sobre a qualidade geral, dificuldades de configuração e problemas com a descarga rápida da bateria. Apesar das opiniões divergentes, o produto atende às expectativas de alguns consumidores.",5,MLB24293772,2025-11-20T00:00:00
Muito bom! super indico!!.,4,MLB24293772,2025-05-28T00:00:00
Simplesmente nao liga!.,1,MLB45000713,2025-11-28T00:00:00
"Veio descarregado , deixei carregando a noite todas olhei de manhã bateria tá pessimos.",2,MLB45000713,2025-11-29T00:00:00
Bom demais.,5,MLB45000713,2025-11-01T00:00:00
"Lindo, perfeito.",5,MLB45000713,2025-11-05T00:00:00
Produto de boa qualidade.,5,MLB45000713,2025-11-08T00:00:00
Muito bom o relógio.,5,MLB45000713,2025-11-26T00:00:00
"Relógio lindo, só o carregador que não fica bem encaixado.",5,MLB45000713,2025-11-27T00:00:00
"Ainda estou testando, mas parece ser muito bom o produto e é muito bonito tambem.",5,MLB45000713,2025-11-29T00:00:00
Meu esposo amou.,5,MLB45000713,2025-11-29T00:00:00
Muito bom maravilhoso.,5,MLB45000713,2025-12-01T00:00:00
Show top demais 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼.,5,MLB45000713,2025-10-28T00:00:00
"O smartwatch é elogiado por seu design atraente, facilidade de uso e conectividade rápida com o celular, sendo considerado um bom custobenefício. No entanto, há críticas significativas sobre a durabilidade da bateria e problemas de funcionamento, como dificuldades no carregamento e falhas no touch após quedas. Apesar das falhas, muitos usuários ainda consideram o produto satisfatório para suas necessidades.",5,MLB45000713,2025-11-20T00:00:00
Show.,5,MLB45000713,2025-09-29T00:00:00
"Ótimo, atende perfeitamente os requisitos do dia a dia.",5,MLB50562908,2025-11-09T00:00:00
"Ótimo. Como tenho asma, posso monitorar minha saúde o dia inteiro, até dormindo.",5,MLB50562908,2025-11-12T00:00:00
"Produto top, tem uma boa duração de bateria. E o gps é top!.",5,MLB50562908,2025-05-21T00:00:00
"Ótimo, atendendo muito bem aos requisitos!.",5,MLB50562908,2025-06-13T00:00:00
"Maravilhoso , indico demais.",5,MLB50562908,2025-06-27T00:00:00
"Podruto de alta qualidade, bom, bonito e atende todas as minhas espectativas.",5,MLB50562908,2025-10-19T00:00:00
Muito bonito e funcional.,5,MLB50562908,2025-10-31T00:00:00
Ótimo produto.,5,MLB50562908,2025-11-05T00:00:00
Relógio top estou usando.,5,MLB50562908,2025-11-22T00:00:00
"O smartwatch é elogiado por seu design atraente e bateria durável, atendendo bem às necessidades diárias. Além disso, o GPS é destacado como um recurso de alta qualidade.",5,MLB50562908,2025-11-20T00:00:00
"Produto atendeu a todas as minhas necessidades. Cumpre o que promete, gps ok, não é a prova d'água, funções básicas ok, para um relógio de entrada serve perfeitamente. Recomendo!.",5,MLB50562908,2025-05-26T00:00:00
,5,MLB25891158,2025-09-16T00:00:00
,5,MLB25891158,2025-04-29T00:00:00
,5,MLB25891158,2025-05-16T00:00:00
"O produto é elogiado por sua facilidade de uso e design atraente, com destaque para a delicadeza do modelo de 40mm e a beleza da pulseira.",5,MLB25891158,2025-11-20T00:00:00
"Padrão apple, né! alta qualidade e bateria baixa. O produto não veio com o lacre transparente da caixa, mas as caixas do relógio e da pulseira estavam lacrados. Conferi e é realmente original. A garantia estava com a data certa. E veio com nota fiscal.",5,MLB25891158,2024-04-04T00:00:00
Meu marido adorou.,5,MLB61456700,2025-11-29T00:00:00
Lindo o relógio meu filho amou.,5,MLB61456700,2025-08-30T00:00:00
"É excelente, apenas um pouco difícil de se acostumar com tantos comandos. Mas valeu a pena!.",4,MLB61456700,2025-10-03T00:00:00
"Gostei muito do produto, recomendo.",4,MLB61456700,2025-10-09T00:00:00
Ótimo produto. A bateria funciona por muito tempo. Apenas como sugestão: adicionar aplicativo para calendário.,5,MLB61456700,2025-10-11T00:00:00
Um produto top estou com pouco dia de uso mas estou gostando de mais.,5,MLB61456700,2025-10-14T00:00:00
"Adorei o relógio, muito fácil de usar e com vários recursos.",5,MLB61456700,2025-10-16T00:00:00
Excelente produto.,5,MLB61456700,2025-10-20T00:00:00
Excelente relógio.,5,MLB61456700,2025-11-22T00:00:00
"O smartwatch é elogiado por sua bateria de longa duração e resistência à água, além de oferecer um bom custobenefício. O design multifuncional e a presença de jogos são características apreciadas, especialmente entre os mais jovens. Apesar de ser um pouco grande e ter muitos comandos, o produto supera as expectativas em funcionalidade.",5,MLB61456700,2025-11-20T00:00:00
"Perfeito,bateria dura mto,atende demais as expectativas, é a prova d'água ja testei bastante,vale a pena comprar.",5,MLB61456700,2025-10-10T00:00:00
"Funciona muito bem todas as funções, super bonito. Recomendo!.",4,MLB61494403,2025-08-19T00:00:00
Pode comprar tranquilo.,5,MLB61494403,2025-09-22T00:00:00
Adorei… recomendo.,4,MLB61494403,2025-10-07T00:00:00
Top o relógio minha filha gostou muito.,5,MLB61494403,2025-10-21T00:00:00
Esse relógio é a oitava maravilha do mundo!!! super recomendo. Para quem tem pulso fino assim como eu vai amar. Indico de olhos fechados.,5,MLB61494403,2025-10-31T00:00:00
"Produto bom, igual imagem.",5,MLB61494403,2025-11-19T00:00:00
Veio certinho amei.,5,MLB24294299,2024-08-14T00:00:00
"O smartwatch é elogiado por sua qualidade e design atraente, sendo fácil de usar. No entanto, há críticas significativas sobre a duração da bateria e problemas de conexão. Apesar disso, muitos consideram o produto satisfatório.",5,MLB24294299,2025-11-20T00:00:00
Gostei.,5,MLB24294299,2024-08-06T00:00:00
"O smartwatch é apreciado por ser bonito, acessível e útil para notificações diárias. No entanto, alguns usuários relataram problemas de conexão e carregamento. Apesar disso, a satisfação geral com o produto é positiva.",5,MLB44360991,2025-11-20T00:00:00
O produto é ótimo.,5,MLB44553915,2025-11-27T00:00:00
Super indico.,5,MLB44553915,2025-12-01T00:00:00
"Relógio muito bonito é achei maneiro , gostei⌚️👏🏽.",5,MLB44553915,2024-06-07T00:00:00
"Produto muito bom, com suas funções perfeitas! recomendo.",5,MLB44553915,2025-11-15T00:00:00
"Gostei, condiz com o preço.",4,MLB44553915,2025-11-26T00:00:00
"Bom, porém, ruim um produto para quem quer disfarçar um produto de maior qualidade 😂.",4,MLB44553915,2025-08-27T00:00:00
"O smartwatch é geralmente bem avaliado, sendo descrito como ótimo e superando expectativas. No entanto, alguns problemas foram relatados, como defeitos no carregamento e na tela, além de um caso de produto danificado.",5,MLB44553915,2025-11-20T00:00:00
Muito bom.,5,MLB44553915,2024-05-28T00:00:00
,5,MLB44642366,2024-07-12T00:00:00
Produto de excelente qualidade.,5,MLB44642366,2025-01-25T00:00:00
Gostei muito só veio descarregando.,5,MLB44642366,2025-04-07T00:00:00
"O produto veio perfeito, o só não veio do jeito que eu pedi, com a pulseira laranjada, sendo que era a quê o meu filho queria.",4,MLB44642366,2025-07-26T00:00:00
Muito bom. Meu esposo amou.,5,MLB44642366,2025-10-08T00:00:00
Produto muito bom.,5,MLB44642366,2025-10-11T00:00:00
"O smartwatch é elogiado pelo seu custobenefício e funcionalidades úteis para o dia a dia, como a capacidade de medir tempos e o jogo da cobrinha. No entanto, há críticas sobre a qualidade da imagem e a precisão das funções de saúde, que foram consideradas insatisfatórias.",5,MLB44642366,2025-11-20T00:00:00
"Achei muito legal. É possível realizar chamadas, receber notifcações do instagram, telegram, whatsapp, line, snapchat e realizar cálculos com uma calculadora não científica. A ideia dele me parece muito interessante e plausível. No meu caso será apenas ouvir um rádio enquanto realizo algumas tarefas, como passar o café, utilizar o cronômetro, dar uma olhada em batimentos cardíacos, pressão sanguínea e um monte de outras coisas sobre o sangue, por mais que eu questione os números, acho muito interessante ter uma ideia do quanto ele pode calcular e qual o valor normal e anterior já calculado. A melhor coisa nele foi o jogo da cobrinha, um jogo incrível, simples e que com certeza vou fazer muitos pontos até conquistar algum pódio entre amigos com o mesmo relógio. Recomendo a compra, não esperem muito dos batimentos e nem do som que sai dele, mas esperem que poderão ver as horas, a data, cronômetro, jogar o jogo da cobrinha, receber mensagens na push notification e poderá também, realizar chamadas emergenciais em apenas alguns toques! comprem e testem e vejam se estou correto. Uma das melhores compras que já fiz, que necessitava e que me suprirá nas tarefas do dia a dia e tarefas que exijam um tempo, onde por ele, eu poderei realizar uma separação de tempo, um split-time sobre cada coisa, sobre quanto tempo leva para atravessar 1km, ou até mesmo quanto tempo para escrever um determinado relatório. Por enquanto é isso. Comprem.",5,MLB44642366,2024-09-14T00:00:00
Produto excelente.,5,MLB44953215,2025-11-13T00:00:00
Top top gostei.,5,MLB44953215,2025-11-18T00:00:00
Excelente custo benefício. Relógio belíssimo e multifuncional.,5,MLB44953215,2025-11-20T00:00:00
Muito bom 😊.,5,MLB44953215,2025-11-20T00:00:00
"Maravilhoso, vou instalar, e começar logo a usufruir desse lindo smartwach!.",5,MLB44953215,2025-10-28T00:00:00
"Gostei muito do relógio, valeu o dinheiro.",5,MLB44953215,2025-11-12T00:00:00
"Ótima qualidade, tempo bom de bateria, fácil instalação e ainda vem com duas pulseiras. Recomendo.",5,MLB44953215,2025-11-11T00:00:00
"O relógio inteligente é elogiado por seu excelente custobenefício e multifuncionalidade, além de ter um design atraente. A qualidade do produto, a duração da bateria e a facilidade de instalação são aspectos positivos destacados. Além disso, o relógio vem com duas pulseiras, o que é considerado um bônus.",5,MLB44953215,2025-11-20T00:00:00
Muito e selente.,5,MLB44953215,2025-11-05T00:00:00
"A pulseira é elogiada pela sua excelente qualidade e custobenefício, sendo considerada superior a muitas vendidas em lojas de shopping. Além disso, a variedade de cores disponíveis é apreciada, contribuindo para a satisfação geral com o produto.",5,MLB43264118,2025-11-20T00:00:00
É útil,5,MLB43264118,2024-05-20T00:00:00
"O smartwatch é elogiado por seu design elegante, funcionalidade e bom custobenefício, com destaque para a durabilidade da bateria. A experiência de pósvenda também foi mencionada negativamente por alguns.",5,MLB43265941,2025-11-20T00:00:00
Bacana de mais.,5,MLB43265941,2024-06-13T00:00:00
Bom.,4,MLB43298679,2025-09-23T00:00:00
Top.,5,MLB43298679,2025-10-02T00:00:00
Bom.,5,MLB43298679,2025-10-11T00:00:00
Muito.,5,MLB43298679,2025-10-31T00:00:00
,5,MLB43298679,2025-01-28T00:00:00
,5,MLB43298679,2025-02-12T00:00:00
"Produto de excelente qualidade, prático de usar, com bastante informações! recomendo.",5,MLB43298679,2025-04-17T00:00:00
Ola não tem explicação produto de boa qualidade. Duração da bateria excelente não existe outro tipo de produto melhor. Adorei equipe mercado livre estão de parabéns obrigado.,5,MLB43298679,2025-04-26T00:00:00
Muito bom produto.,5,MLB43298679,2025-05-16T00:00:00
"Ótimo relógio, confortável de usar, repleto de funções úteis, e bastante personalizável.",5,MLB43298679,2025-11-15T00:00:00
"Excelente produto. Muito satisfeito com essa compra recomendo a todos, um dos melhores relógios que já comprei.",5,MLB43298679,2025-02-05T00:00:00
"O smartwatch é elogiado por sua robustez, tela excelente e variedade de funções, além de ter uma boa duração de bateria. A estética do produto é destacada como um ponto positivo.",5,MLB43298679,2025-11-20T00:00:00
"Muito bonito,mas as medições são diferentes ,de pressão arterial ,e batimentos cardíacos,deixei pra minha esposa que vai usar somente como relógio,ponto forte e a beleza mesmo.",4,MLB43298679,2024-12-04T00:00:00
"Muito bom,do jeito q queria só não dei mais uma estrela pq pedi pulseira de silicone cinza e veio branco.",4,MLB43344810,2025-10-01T00:00:00
Surpreendeu.,4,MLB43344810,2025-10-05T00:00:00
Super top.,5,MLB43344810,2025-11-08T00:00:00
O produto apareceu enquanto eu mexia no instagram e já buscava a algum tempo por um relógio que me identificava. Quando eu vi me apaixonei.,5,MLB43344810,2025-11-10T00:00:00
"Ótimo produto, lindo, resistente e minha filha amou.",5,MLB43344810,2025-11-12T00:00:00
Maravilhoso!!’.,5,MLB43344810,2025-11-15T00:00:00
Excelente produto. Recomendo.,5,MLB43344810,2025-11-16T00:00:00
,5,MLB43344810,2025-02-28T00:00:00
,5,MLB43344810,2025-03-13T00:00:00
"Amei a qualidade, proteção de tela com variedades.",5,MLB43344810,2025-11-30T00:00:00
,5,MLB43344810,2025-04-03T00:00:00
"O smartwatch é elogiado por seu design atraente e resistência, além de ser fácil de configurar. O produto é considerado ideal para quem tem pulso fino.",5,MLB43344810,2025-11-20T00:00:00
"Muito lindo , fácil de configurar e vem três pulseiras o meu é 41mm deu certinho no meu pulso e a loja super atenciosa mandou um papelzinho escrito as instruções , super indico!!.",5,MLB43344810,2025-02-18T00:00:00
"É elogiada pela qualidade de imagem e som, além de ser leve e fácil de programar, com um processador rápido que atende bem a espaços pequenos. No geral, a TV é considerada uma excelente escolha, especialmente pelo preço, com muitos recomendando a compra.",5,MLB6052930,2025-11-20T00:00:00
